CGDID,TTGDID,CPTID,easting__N,northing__,Investigat,Investig_1,Reference,PreDrill_D,Depth_of_T,Groundwate,Measured_D,ConeID,Known_Issu,Post_Groun,obs_class
15923,15923,39054,1575732.032,5182855.513,CPT,,AVD-POD08-CPT007,0,10,0,0,4447,,0,0
20813,20813,16386,1575987.109,5182468.072,CPT,,WAI-TC201-CPT033,0,10,1,3.8,4576,,0,0
7729,7729,6793,1576075.801,5182559.778,CPT,,43,0,2.994,0,0,unknown,,0,0
23664,23664,17517,1576134.198,5182564.877,CPT,,WAI-TC201-CPT071,0,10.02,1,1.9,4576,,0,0
12387,12387,10723,1576187.345,5183097.168,CPT,,CPT - 01,0,15,1,1.5,4576,,0,0
12389,12389,10726,1576205.338,5183081.174,CPT,,CPT - 02,0,15,1,2.25,4576,,0,0
20807,20807,16379,1576306.143,5182816.841,CPT,,WAI-TC201-CPT030,0,10,1,4,4439,,0,0
20809,20809,16382,1576311.043,5182759.214,CPT,,WAI-TC201-CPT031,0,10,1,3.4,4439,,0,0
4969,4969,3828,1576372.97,5182642.482,CPT,,ARA-POD03-CPT002,0,20.15,0,0,S10CFIIP.S12141,,0,0
54585,54304,48015,1577141.938,5184447.652,CPT,,12448-004,0,20.50037,0,0,C10CFIIP.C12137,,0,0
26124,26124,19316,1577156.69,5184526.9,CPT,,GA_SCP_12475,0,20,1,1.63,4644,,0,0
54584,54303,48014,1577158.237,5184451.772,CPT,,12448-004,0,20.51,0,0,C10CFIIP.C12137,,0,0
26125,26125,19317,1577162.33,5184497.71,CPT,,GA_SCP_15372,0.5,20.52,1,1.4,4644,,0,0
54578,54302,48013,1577163.929,5184441.655,CPT,,12448-004,0,13.78022,0,0,C10CFIIP.C12137,,0,0
4625,4625,3483,1577203.47,5183004.386,CPT,,NNB-POD09-CPT789,0,20.01,0,0,C10CIIP.G31,,0,0
34355,35047,30531,1577238.648,5182959.986,CPT,,CPT1 - 17 Rawson Street,0,13.15,0,0,MK286,,0,0
34356,35086,30556,1577240.723,5182944.112,CPT,,CPT2 - 17 Rawson Street,0,16.75,0,0,MK286,,0,0
17803,17803,14688,1577243.932,5182903.697,CPT,,CPT1 - 17A Rawson St,0,13.98,0,0,MK301,,0,0
12268,12268,20761,1577244.124,5183014.523,CPT,,"11219 - 18 Rawsone St, Christchurch",0.5,20,1,1.5,I-CFXYP20-10/ 120523T,,0,0
12269,12269,20762,1577245.124,5183000.728,CPT,,"11219 - 18 Rawson St, Christchurch",0.3,20,0,0,I-CFXYP20-10/ 120523T,,0,0
19886,19886,18233,1577253.721,5182959.945,CPT,,"(13030) 15 Rawson Street, CPT2",1,32.191,0,0,S15CFIIP.804,,0,0
19868,19868,18238,1577254.521,5182938.053,CPT,,"(13030) 15 Rawson Street, CPT1A",1,30.64,0,0,4553,,0,0
50717,51797,46108,1577269.78,5182908.11,CPT,,GA_20618,0.1,20.1,1,0.91,4633,,0,0
21336,21336,16800,1577270.636,5184467.616,CPT,,NNB-TC201-CPT010,0,10.02,1,1.5,4439,,0,0
47997,48880,44707,1577275.505,5183081.277,CPT,,11860-412_CPT3,0,20.07,0,0,C10CFIIP.C13237,,0,0
48060,48960,44713,1577276.692,5182921.355,CPT,,11860-406_CPT3,0,20.21037,0,0,C10CFIIP.C13050,,0,0
40398,42733,37429,1577282.4,5184175.79,CPT,,CPT1 - 11 Sea Eagles Place,0,20,0,0,MKJ331,,0,0
47999,48882,44709,1577283.984,5183059.871,CPT,,11860-412_CPT2,0,15.54,0,0,C10CFIIP.C13237,,0,0
48059,48959,44712,1577285.41,5182925.049,CPT,,11860-406_CPT2,0,20.15037,0,0,C10CFIIP.C13050,,0,0
48000,48883,44710,1577288.179,5183086.317,CPT,,11860-412_CPT4,0,10.38,0,0,C10CFIIP.C13237,,0,0
15232,15232,20811,1577289.2,5183155.4,CPT,,11346_302 Keyes Road,0,15,0,0,I-CFXYP20-10/ 111007T,,0,0
48001,48884,44711,1577296.497,5182921.2,CPT,,11860-406_CPT1,0,20.32037,0,0,C10CFIIP.C13050,,0,0
47998,48881,44708,1577297.717,5183062.916,CPT,,11860-412_CPT1,0,15.54,0,0,C10CFIIP.C13237,,0,0
17227,17227,14140,1577315.155,5183024.44,CPT,,NBR-TC201-CPT008,0,10,0,0,4439,,0,0
33166,32832,29523,1577337.229,5182900.014,CPT,,11860-142_CPT1,0,20.2,0,0,C10CFIIP.C10267,,0,0
26126,26126,19318,1577367.85,5182874.2,CPT,,GA_SCP_11317,0,20,1,1.15,4644,,0,0
33165,32831,29522,1577384.407,5182885.068,CPT,,11860-141_CPT2,0,20.3,0,0,C10CFIIP.C12252,,0,0
33161,32828,29519,1577388.847,5182863.093,CPT,,11860-140_CPT3,0,20.3,0,0,C10CFIIP.C12252,,0,0
26127,26127,19319,1577394.05,5182899.81,CPT,,GA_SCP_11560,0,20.02,1,1.45,4644,,0,0
33160,32827,29518,1577396.798,5182878.335,CPT,,11860-140_CPT2,0,20.3,0,0,C10CFIIP.C12252,,0,0
33164,32830,29521,1577400.309,5182892.118,CPT,,11860-141_CPT1,0,20.3,0,0,C10CFIIP.C12252,,0,0
33162,32829,29520,1577406.044,5182869.37,CPT,,11860-140_CPT4,0,4.56,0,0,C10CFIIP.C12252,,0,0
33159,32826,29517,1577411.59,5182878.718,CPT,,11860-140_CPT1,0,20.3,0,0,C10CFIIP.C12252,,0,0
54688,54881,48389,1577413.333,5184477.397,CPT,,12448-089,0,20.55037,0,0,C10CFIIP.C13050,,0,0
29944,30936,28248,1577414.404,5182859.07,CPT,,CPT2,0,15,0,0,4486,,0,0
29942,30935,28247,1577424.141,5182872.208,CPT,,CPT1,0,15,0,0,4486,,0,0
54689,54530,48169,1577425.824,5184461.651,CPT,,12448-089,0,8.210093,0,0,C10CFIIP.C13050,,0,0
44419,43780,42927,1577439.8,5182785.1,CPT,,GA_17279,0,20,1,0.58,MKJ330,,0,0
44416,43777,42924,1577447.4,5182794.7,CPT,,GA_15616,0,20.01,1,0.82,MKJ330,,0,0
49554,50902,45555,1577487,5182753,CPT,,33041,0,15.277,1,1.4,1701-2524,,0,0
49553,50901,45554,1577490,5182770,CPT,,33041,0,15.24,1,1.3,1701-2524,,0,0
48919,49582,44930,1577550.113,5182669.835,CPT,,11860-112_CPT1,0,20.17,0,0,C10CFIIP.C13237,,0,0
48920,49583,44931,1577553.424,5182646.634,CPT,,11860-112_CPT2,0,20.3,0,0,C10CFIIP.C13237,,0,0
47018,45677,44108,1577560.905,5182803.031,CPT,,11794_884-CPT2,0,20.10036,0,0,C10CFIIP.C14123,,0,0
48921,49584,44932,1577563.612,5182645.558,CPT,,11860-112_CPT3,0,20.12,0,0,C10CFIIP.C13237,,0,0
47019,45678,44109,1577576.965,5182786.426,CPT,,11794_884-CPT3,0,20.10036,0,0,C10CFIIP.C14123,,0,0
28925,16124,12909,1577644.737,5184443.662,CPT,,CPT01,0,15.58,0,0,4576,,0,0
28926,16125,12910,1577646.737,5184414.674,CPT,,CPT02,0,15.38,0,0,4576,,0,0
28923,16121,12906,1577657.73,5184574.611,CPT,,CPT01,0,15.32,0,0,4576,,0,0
28924,16122,12907,1577667.726,5184539.625,CPT,,CPT02,0,15.38,0,0,4576,,0,0
46620,46040,44009,1577673.347,5184069.926,CPT,,CPT1 - 57 Bowhill Road,0,20.04,0,0,MKJ354,,0,0
44137,43470,42672,1577742.015,5182546.863,CPT,,CPT1 -  18 Hardy street,0,20,1,1,MKJ286,,0,0
40555,42832,37532,1577924.38,5183259.022,CPT,,CPT1 - 36 Lonsdale Street,0,18.1,1,1.38,C10CF11P.C12359,,0,0
11206,11206,10110,1577978.6,5182716.4,CPT,,51 30596 32,0.7,20,0,0,CPTu32,,0,0
19753,19753,15873,1578171.391,5182598.358,CPT,,CPT1 - 36 Oram Avenue,0,13.35,0,0,MK301,,0,0
54908,54837,48356,1578180.38,5182914.108,CPT,,CPT1 - 208 Marine Parade,0,25.02,0,0,MKJ332,,0,0
50791,52005,46186,1578180.631,5182914.796,CPT,,CPT1 - 208 Marine Parade,0,25.02,0,0,MKJ332,,0,0
54909,54838,48357,1578205.083,5182924.295,CPT,,CPT2 - 208 Marine Parade,0,25.03,0,0,MKJ332,,0,0
50792,52006,46187,1578205.334,5182924.983,CPT,,CPT2 - 208 Marine Parade,0,25.03,0,0,MKJ332,,0,0
40474,42646,37407,1578212,5182613,CPT,,238238 - 100128,0,20.12,0,0,CP15-CF75PB7SN2,,0,0
26146,26146,19338,1578309.31,5180874.38,CPT,,GA_SCP_12988,0,21,1,0,MHJ272,,0,0
2972,2972,2519,1578320.166,5180891.416,CPT,,NBR-POD03-CPT062,0.3,20.02,0,0,4494,,0,0
3921,3921,2851,1578320.166,5180874.863,CPT,,NBR-POD03-CPT030,0.28,20.02,0,0,4494,,0,0
2971,2971,2518,1578366.437,5180883.66,CPT,,NBR-POD03-CPT044,0.3,20,0,0,4494,,0,0
37246,39789,34609,1578488.414,5181563.416,CPT,,CPT1,0,15,0,0,MKJ311,,0,0
33398,34371,29998,1570762.4,5181744.4,CPT,,CPTu001,0,4.1,0,0,4483,,0,1
33399,34372,29999,1570766.6,5181748.7,CPT,,CPTu002,0,4.42,0,0,4483,,0,1
33400,34373,30000,1570781.4,5181749.1,CPT,,CPTu003,0,4.88,0,0,4483,,0,1
33401,34318,30837,1570781.7,5181744.2,CPT,,CPTu004,0,5.62,0,0,4483,,0,1
33402,34319,29950,1570791.8,5181747.3,CPT,,CPTu005,0,6.44,0,0,4483,,0,1
18563,18563,14849,1570827.401,5181662.367,CPT,,STA-POD17-CPT034,0,10,0,0,4520,,0,1
13483,13483,10878,1571016.676,5183740.579,CPT,,60238030-10.01 CPT01,0.5,20.04,1,1.1,C10CFIIP.C10266,,0,1
18969,18969,15254,1571279.143,5181070.858,CPT,,CCC-POD02-CPT051,0.4,6.03,0,0,C10CFIIP.C12363,,0,1
34358,35088,30558,1571354.546,5181764.597,CPT,,CPT2 - 507 Barbadoes Street,0,19.4,0,0,MK332,,0,1
34357,35087,30557,1571371.272,5181765.556,CPT,,CPT1 - 507 Barbadoes Street,0,20.4,1,0.82,MK332,,0,1
17824,17824,14705,1572018.967,5182316.032,CPT,,CPT1 - 17 Chancellor St,0,20.55,0,0,MH250,,0,1
4033,4033,2965,1572041.059,5182324.644,CPT,,RCH-POD05-CPT054,0,7.9,0,0,4356,,0,1
5595,5595,4619,1572046.978,5182301.963,CPT,,RCH-POD05-CPT055,0,20,0,0,C10CFIIP.C12163,,0,1
17825,17825,14706,1572048.794,5182316.045,CPT,,CPT2 - 17 Chancellor St,0,20.63,0,0,MH176,,0,1
29007,25212,18538,1572311.851,5184017.726,CPT,,CPT07,0,7.96,1,1.14,4592,,0,1
47602,51105,45726,1572318.808,5180931.572,CPT,,11794_771-CPT1,0,20.02,0,0,C10CFIIP.C14007,,0,1
47607,51101,45722,1572325.608,5180948.482,CPT,,11794_771-CPT2,0,17.29,0,0,C10CFIIP.C14007,,0,1
40384,42723,37420,1574165.884,5184362.124,CPT,,CPT1 - 9 Wichita Place,0,18.38,0,0,MKJ331,,0,1
57547,57852,50299,1574193.466,5184950.441,CPT,,11794-098 CPT2,20,19.83,0,0,MH276,,0,1
57543,57853,50300,1574193.505,5184940.113,CPT,,11794-098 CPT1,15,19.83,0,0,MH276,,0,1
57551,57855,50302,1574206.063,5184954.932,CPT,,11794-098 CPT3,20,17.11,0,0,MH276,,0,1
57556,57854,50301,1574211.114,5184945.178,CPT,,11794-098 CPT4,20,19.3,0,0,MH276,,0,1
27741,30110,27867,1574217.537,5184935.612,CPT,,CPT1 - 29 Greenhaven Drive,0,15.42,1,1.7,MK332,,0,1
17406,17406,14273,1574249.169,5183895.992,CPT,,15 Carlsen St - CPT1,0,12.38,0,0,MH250,,0,1
4980,4980,3840,1574332.885,5184754.45,CPT,,BUR-POD02-CPT012,0,20,0,0,4486,,0,1
27686,29294,27476,1574335.007,5184750.369,CPT,,CPT1,0,15.04,0,0,4439,,0,1
27687,29295,27477,1574359.803,5184757.682,CPT,,CPT2,0,15.16,0,0,4439,,0,1
21005,21005,16530,1574374.31,5185230.955,CPT,,BUR-TC201-CPT031,0,10,1,1.3,C10CFIIP.C12363,,0,1
49968,50946,45560,1574427.409,5185585.999,CPT,,12202-075_CPT1,0,16.27028,0,0,C10CFIIP.C13050,,0,1
49969,50947,45561,1574436.568,5185580.592,CPT,,12202-075_CPT4,0,15.82027,0,0,C10CFIIP.C13050,,0,1
37555,40435,35258,1574443.936,5185343.841,CPT,,CPT1 - 28 Chartwell Street,0,16.93,0,0,MKJ290,,0,1
44351,43712,42859,1574457.75,5185432.74,CPT,,GA_7825,0.11,20.22,1,2,3726,,0,1
23249,23249,17331,1574458.256,5183616.141,CPT,,CPT02,0,19.36,0,0,4439,,0,1
23248,23248,17330,1574460.212,5183633.252,CPT,,CPT01,0,19.52,0,0,4439,,0,1
44352,43713,42860,1574477.4,5185430.59,CPT,,GA_819,0.1,20.04,1,2.5,3726,,0,1
44353,43714,42861,1574490.85,5185425.53,CPT,,GA_6249,0.1,20.1,1,2.8,3726,,0,1
27682,29292,27475,1574585.559,5184694.235,CPT,,CPT01,0,15.14,0,0,4439,,0,1
27684,29291,27474,1574587.221,5184682.358,CPT,,CPT02,0,15.1,0,0,4439,,0,1
19252,19252,15534,1574590.057,5184108.867,CPT,,BUR-TC201-CPT014,0,10.3,0,0,C10CFIIP.C12163,,0,1
12378,12378,20781,1574595.238,5184948.609,CPT,,"11484 - 83 Chartwell Street, Christchurch",0.2,14.29,1,1.5,I-CFXYP20-10/ 111007T,,0,1
25567,25567,18767,1574607.92,5184925.99,CPT,,GA_SCP_16977,0,20,1,2.71,MKJ328,,0,1
4660,4660,3522,1574614.38,5185009.976,CPT,,BUR-POD01-CPT008,0,14.57,0,0,C10CFIIP.G31,,0,1
10619,10619,38930,1574618.928,5185015.384,CPT,,BUR-POD01-CPT007(b),5,14,0,0,4483,,0,1
6296,6296,5333,1574621.887,5184976.459,CPT,,BUR-POD01-CPT007,0,2.92,0,0,4045,,0,1
25570,25570,18770,1574625.37,5184932,CPT,,GA_SCP_9876,0,19.01,1,2.8,MKJ328,,0,1
53989,53615,47727,1574626,5184836,CPT,,33144,0,15.12,0,0,CPT1,,0,1
25571,25571,18771,1574636.32,5184928.47,CPT,,GA_SCP_11754,0,20,1,2.9,MKJ328,,0,1
17046,17046,13913,1574655.688,5183743.142,CPT,,BUR-TC201-CPT027,0,10,0,0,4439,,0,1
30992,31730,28726,1574689.949,5184543.254,CPT,,CPT1 - 9 StPaul Place,0,16.81,0,0,MK332,,0,1
50682,51762,46073,1574715.4,5184506.11,CPT,,GA_20014,1.03,20.04,1,2.5,4633,,0,1
50683,51763,46074,1574720.02,5184528.63,CPT,,GA_19880,0,20.08,1,2.6,4633,,0,1
34497,37539,33044,1574731.625,5184426.465,CPT,,CPT1 - 36 Travis Road,0,13.65,0,0,MK176,,0,1
19710,19710,38974,1574732.913,5184456.334,CPT,,BUR-TC201-CPT021,0,10.02,0,0,4483 2013,,0,1
5060,5060,3924,1574752.405,5182225.46,CPT,,WAI-POD03-CPT003,0,20,0,0,4486,,0,1
23008,23008,38970,1574794.959,5184446.389,CPT,,BUR-TC201-CPT022,0,10,1,1.9,4483 2013,,0,1
31446,32584,29315,1574795.521,5185954.549,CPT,,CPT1 - 15 Amoka Crescent,0,20.2,0,0,C10CFIIP.G31,,0,1
30581,30776,28178,1574796.011,5185953.329,CPT,,CPT1 - 11 Amoka Crescent,0,20.2,0,0,C10CFIIP.G31,,0,1
4433,4433,3287,1574860.002,5184516.553,CPT,,BUR-POD03-CPT005,0,20,0,0,C10CFIIP.C10204,,0,1
25631,25631,18831,1574865.2,5185967.94,CPT,,GA_SCP_17890,0,17.43,1,0.92,MKJ328,,0,1
25635,25635,18835,1574873.84,5185944.52,CPT,,GA_SCP_15757,0,17.35,1,2.1,MKJ328,,0,1
38045,41227,35953,1574889,5185970,CPT,,65246,0,10.078,1,1.8,1701-2522,,0,1
38043,41226,35952,1574900,5185974,CPT,,65246,0,15.06,1,2,1701-2522,,0,1
38042,41225,35951,1574909,5185976,CPT,,65246,0,20.08,1,1.5,1701-2522,,0,1
35059,37357,32926,1574922.04,5181475.2,CPT,,GA_7991,0,20,1,2.09,4469,,0,1
35060,37358,32927,1574941.1,5181502.04,CPT,,GA_1009,0,20,1,1.84,4469,,0,1
21039,21039,16573,1574945.16,5180986.413,CPT,,BRM-TC201-CPT013,0,10.1,0,0,4576,,0,1
35061,37359,32928,1574952.2,5181516.19,CPT,,GA_5609,0,20,1,1.56,4469,,0,1
14285,14285,38955,1574975.409,5182561.303,CPT,,AVD-POD04-CPT017,0,10,0,0,4447,,0,1
25663,25663,18862,1574981.26,5184545.62,CPT,,GA_SCP_6339,2,20,1,1.35,3430,,0,1
25665,25665,18864,1574991.82,5184544.74,CPT,,GA_SCP_6630,2,20.02,1,1.35,3430,,0,1
1984,1984,1517,1575020.829,5182222.487,CPT,,CPT-WAI-94,1.2,23.26,1,1.6,C10CFIIP.E09,,0,1
30599,30822,28207,1575041.136,5182269.619,CPT,,CPT2 - 161 Wainoni Road,0,20.2,0,0,MKJ290,,0,1
30598,30821,28206,1575045.754,5182245.092,CPT,,CPT1 - 161 Wainoni Road,0,20.2,0,0,MKJ290,,0,1
25687,25687,18886,1575067.09,5182185.1,CPT,,GA_SCP_9751,0,20,1,2.5,4633,,0,1
10702,10702,9627,1575082.364,5182232.634,CPT,,WAI-POD08-CPT018,0,12.04,0,0,4215 50KN,,0,1
25695,25695,18894,1575087.65,5182175.03,CPT,,GA_SCP_15739,0,20,1,2.6,4633,,0,1
5219,5219,4075,1575088.172,5182226.427,CPT,,WAI-POD08-CPT017,0,20,0,0,I-CFXYP20-10/ 100992T,,0,1
11235,11235,10151,1575101.092,5182405.847,CPT,,WAI-POD04-CPT008,0,10.5,0,0,S10CFIIP.S12147,,0,1
5516,5516,4507,1575177.965,5181475.346,CPT,,WAI-POD09-CPT009,0,20,0,0,4494,,0,1
31418,32574,29307,1575187.482,5181468.863,CPT,,CPT1 - 77 Bickerton Street,0,20.21,1,1,MKJ325,,0,1
7645,7645,6669,1575207.183,5185784.593,CPT,,PRK-POD02-CPT304,0,14.05,0,0,S10CFIIP.S12147,,0,1
7638,7638,6658,1575226.106,5185768.699,CPT,,PRK-POD02-CPT025,0,14.13,0,0,S10CFIIP.S12147,,0,1
14287,14287,38958,1575323.852,5182497.455,CPT,,AVD-POD08-CPT010,0,10,0,0,4447,,0,1
11060,11060,9957,1575328.877,5182212.068,CPT,,WAI-POD05-CPT005,0,20.02,0,0,4447,,0,1
2772,2772,4312,1575332.164,5185756.806,CPT,,PRK-POD02-CPT086,0,20,0,0,C10CFIIP.E09,,0,1
34983,37281,32867,1575333.42,5182470.21,CPT,,GA_13534,0,20,1,1.94,MKJ317,,0,1
36867,39024,34021,1575345.411,5182525.29,CPT,,CPT1 - 207A Wainoni Road,0,20,0,0,MKJ331,,0,1
5367,5367,4221,1575346.366,5182244.954,CPT,,WAI-POD05-CPT004,0,20,0,0,I-CFXYP20-10/ 100992T,,0,1
5515,5515,4506,1575346.589,5182246.655,CPT,,WAI-POD05-CPTB002,0,20,0,0,C10CFIIP.C10204,,0,1
16973,16973,13781,1575348.821,5182476.88,CPT,,203 Wainoni Road -CPT1,0,13.8,0,0,MK300,,0,1
14664,14664,20797,1575349,5182343,CPT,,224516 - CPT3,4,15,0,0,111210T,,0,1
37774,40918,35843,1575350.72,5182267.54,CPT,,CPT1 - 172 Breezes Road,0,20.2,0,0,MKJ290,,0,1
5101,5101,3967,1575353.266,5185760.625,CPT,,PRK-POD02-CPT035,0,20.08,0,0,4553,,0,1
11319,11319,10177,1575358.872,5182304.023,CPT,,WAI-POD05-CPT019,0,10.06,0,0,4486,,0,1
37539,40485,35271,1575365.088,5182537.801,CPT,,CPT1 - 209a Wainoni Road,0,18.25,0,0,C10CFIIP.F04,,0,1
16974,16974,13782,1575366.099,5182460.396,CPT,,203 Wainoni Road - CPTu2,0,20.39,0,0,MK300,,0,1
10984,10984,9886,1575376.907,5185722.62,CPT,,PRK-POD02-CPT315,0,10,0,0,4486,,0,1
37773,40917,35842,1575384.211,5182326.191,CPT,,CPT1 - 159 Breezes Road,0,20.24,0,0,MKJ290,,0,1
36869,39025,34022,1575388.398,5182485.355,CPT,,CPT2 - 207A Wainoni Road,0,20,0,0,MKJ331,,0,1
25760,25760,18959,1575392.99,5182184.75,CPT,,GA_SCP_13303,0,20,1,2.77,4644,,0,1
44415,43776,42923,1575407.68,5182177.1,CPT,,GA_14912,0.53,20.02,1,2.51,4644,,0,1
14456,14456,38965,1575410.815,5185657.656,CPT,,PRK-POD02-CPT314,0,10,0,0,4483,,0,1
25768,25768,18967,1575411.09,5182205.87,CPT,,GA_SCP_10750,0,20,1,3.14,4644,,0,1
44414,43775,42922,1575424.67,5182190.04,CPT,,GA_14580,0,20.02,1,2.86,4644,,0,1
15925,15925,12739,1575436.045,5182606.465,CPT,,AVD-POD08-CPT011,0,10.5,0,0,C10CFIIP.C12137,,0,1
4708,4708,3571,1575436.826,5182527.166,CPT,,AVD-POD08-CPT004,0,20.02,0,0,4404,,0,1
15924,15924,12737,1575515.122,5182652.299,CPT,,AVD-POD08-CPT009,0,10.5,0,0,C10CFIIP.C12137,,0,1
5088,5088,3954,1575587.952,5181463.86,CPT,,WAI-POD10-CPT003,0,20.11,0,0,S15CFIIP.S12115,,0,1
36062,39428,34188,1575624,5181516,CPT,,CPT 1,0,20.131,1,3.5,1701-2500,,0,1
12306,12306,20772,1575644.501,5181375.736,CPT,,"11423 - 136a Shortland Street, Christchurch",0.2,15,1,1.5,I-CFXYP20-10/ 081034T,,0,1
17666,17666,39142,1575695.067,5181558.855,CPT,,WAI-TC201-CPT014,0,10.01,0,0,4483,,0,1
40499,42896,37569,1575697.274,5185861.575,CPT,,11794_360-CPT3,0,20.2,0,0,C10CFIIP.C10268,,0,1
40500,42897,37570,1575709.221,5185867.616,CPT,,11794_360-CPT2,0,20.3,0,0,C10CFIIP.C12163,,0,1
40501,42898,37571,1575719.54,5185854.215,CPT,,11794_360-CPT1,0,20.3,0,0,C10CFIIP.C12163,,0,1
29696,30639,28116,1575727.525,5182945.486,CPT,,CPT02,0,20.04,1,3,S12141,,0,1
4707,4707,3570,1575727.892,5182898.966,CPT,,AVD-POD08-CPT001,0,20.01,0,0,4404,,0,1
29695,30638,28115,1575740.264,5182932.316,CPT,,CPT01,0,20.04,1,3,S12141,,0,1
7673,7673,38868,1575760.378,5182967.269,CPT,,AVD-POD07-CPT002,0,20.12,0,0,4483,,0,1
1992,1992,1525,1575767.546,5181612.745,CPT,,CPT-WAI-104,3.2,37.91,1,1.7,C10CFIIP.E09,,0,1
15099,15099,12056,1575807,5181250,CPT,,"Nga Hau e Wha National Marae, 250 Pages Rd, North Linwood CPT 03",0,30.62,0,0,4486,,0,1
20633,20633,16246,1575843.209,5181516.545,CPT,,ARA-TC201-CPT005,0,10,0,0,4439,,0,1
44557,43917,43063,1575880.42,5185992.4,CPT,,GA_19883,0.15,20.02,1,1.85,4633,,0,1
23029,23029,17195,1575902.997,5181809.991,CPT,,WAI-TC201-CPT059,0,10.1,0,0,C10CFIIP.C10268,,0,1
34627,37727,33159,1575908.539,5183256.104,CPT,,11860-306_CPT1,0,20.06,0,0,C10CFIIP.C13050,,0,1
6477,6477,5499,1575910.642,5183248.952,CPT,,AVD-POD06-CPT008,0,20,0,0,4221 100KN,,0,1
34625,37725,33157,1575920.45,5183248.484,CPT,,11860-306_CPT3,0,19.7,0,0,C10CFIIP.C13050,,0,1
34626,37726,33158,1575921.292,5183261.814,CPT,,11860-306_CPT2,0,19.67,0,0,C10CFIIP.C13050,,0,1
20335,20335,16142,1575922.222,5183026.67,CPT,,AVD-TC201-CPT002,0,10,1,2,4439,,0,1
19235,19235,15530,1575956.555,5183206.589,CPT,,AVD-TC201-CPT005,0,10.3,0,0,C10CFIIP.C12163,,0,1
8319,8319,7376,1575989.372,5181054.773,CPT,,106,0,2.993,0,0,unknown,,0,1
50077,51021,45641,1575997.613,5181787.324,CPT,,12321-083_CPT2,0,19.73036,0,0,C10CFIIP.C12137,,0,1
50088,51032,45652,1575998.285,5181802.764,CPT,,12321-083_CPT3,0,17.76031,0,0,C10CFIIP.C12137,,0,1
50076,51020,45640,1576008.203,5181786.807,CPT,,12321-083_CPT1,0,20.39037,0,0,C10CFIIP.C12137,,0,1
15290,15290,12227,1576016.861,5181048.836,CPT,,ARA-TC201-CPT021,0,10,0,0,4473,,0,1
20690,20690,16272,1576017.264,5181713.842,CPT,,ARA-TC201-CPT038,0,10.2,1,3.5,C10CFIIP.C10268,,0,1
18877,18877,15100,1576061.385,5180979.234,CPT,,ARA-TC201-CPT022,0,10,0,0,4439,,0,1
19088,19088,15417,1576069.181,5183139.648,CPT,,AVD-TC201-CPT004,0,10.3,0,0,C10CFIIP.C12163,,0,1
20794,20794,16369,1576081.739,5182088.245,CPT,,WAI-TC201-CPT025,0,10.05,1,3.3,C10CFIIP.C12363,,0,1
24419,24419,17912,1576128.533,5182013.932,CPT,,WAI-TC201-CPT024,0,10,0,0,S15CFIIP.834,,0,1
18879,18879,15102,1576130.748,5180925.478,CPT,,ARA-TC201-CPT030,0,10,0,0,4439,,0,1
22289,22289,21138,1576180.3,5182168.8,CPT,,GA_SCP_533,0,20.04,1,2.22,4439,,0,1
25879,25879,19077,1576184.4,5182091.9,CPT,,GA_SCP_16649,0,20,1,2.78,4644,,0,1
3682,3682,2582,1576188.102,5185412.494,CPT,,WQP-POD15-CPT165,0,20,0,0,C10CFIIP.C10021,,0,1
22290,22290,21139,1576189.8,5182178.6,CPT,,GA_SCP_4929,0,20,0,0,4439,,0,1
17601,17601,14482,1576191.898,5181967.295,CPT,,WAI-TC201-CPT023,0,10.22,0,0,4439,,0,1
25880,25880,19078,1576192.3,5182164.5,CPT,,GA_SCP_11309,0,20.02,1,2.3,4644,,0,1
25884,25884,19082,1576206.9,5182104.1,CPT,,GA_SCP_17548,0,20,1,2.84,4644,,0,1
25886,25886,19084,1576209.8,5182177.4,CPT,,GA_SCP_18085,0,20,1,3.6,4644,,0,1
25888,25888,19086,1576222.1,5182177.9,CPT,,GA_SCP_10255,0,20.06,1,3.7,4644,,0,1
5129,5129,3995,1576255.019,5182123.525,CPT,,ARA-POD06-CPT213,0,15.62,0,0,C10CFIIP.C10267,,0,1
11817,11817,10498,1576257.1,5182096.8,CPT,,40 Rowan Ave - CPT2,0,15,0,0,4439,,0,1
11815,11815,10496,1576257.5,5182105.7,CPT,,40 Rowan Ave - CPT1,0,15,0,0,4439,,0,1
11310,11310,10174,1576286.9,5181977.8,CPT,,CPT_1,0,20.12,1,2.4,S10CFIIP.S12140,,0,1
11320,11320,10178,1576297.1,5181976.3,CPT,,CPT_2,0,20.13,1,2.3,S10CFIIP.S12140,,0,1
11323,11323,10180,1576302.4,5181996.3,CPT,,CPT_4,0,20.19,1,2.4,S10CFIIP.S12140,,0,1
11321,11321,10179,1576310,5181989.3,CPT,,CPT_3,0,20.19,0,0,S10CGIIP.S12140,,0,1
15197,15197,12128,1576361.066,5185862.95,CPT,,WQP-POD14-CPT100,1.5,10,0,0,4486,,0,1
25927,25927,19125,1576388.48,5185900.96,CPT,,GA_SCP_14726,0,20,1,1.73,4633,,0,1
20333,20333,16139,1576393.871,5181374.556,CPT,,ARA-TC201-CPT043,0,10,1,3.3,4600,,0,1
25929,25929,19127,1576395.42,5185929.39,CPT,,GA_SCP_13560,0,20,1,1.35,4633,,0,1
44471,43831,42977,1576406.53,5181916.27,CPT,,GA_13496,0,20,1,3.79,4469,,0,1
