FID,CPT,predrill (m),L (m),Depth of Test (m),GWT (m),PGA (g),Lat,Long,CH_EW_RMSE,CH_NS_RMSE,CH_APL_mod (m),Rrup,CH_APL,Elevation (m),Slope_5m (%),River_Dir (deg)
2445,4,0.8,551.7462991,39.2,2.63418,0.51,-43.511633,172.71216,0.183362,-0.015059,0.183979337,2.746066668,0.183979337,1.94957,0.17468,19.15531
2084,28,1.2,394.9384162,18.4,2.74343,0.49,-43.508305,172.707421,-0.029763,0.012632,0.032332702,3.236562456,0.032332702,3.03307,0.53177,36.44637
2287,29,1.2,421.8366229,27.9,2.55272,0.5,-43.509731,172.71012,-0.1601,0.026523,0.162282099,2.99702573,0.162282099,2.16001,0.71861,25.73362
2440,30,1.2,365.2858845,38.7,2.2171,0.5,-43.509829,172.71212,-0.01515,-0.028252,0.032057729,2.909734791,0.032057729,1.97108,0.48305,20.93315
2262,31,1.2,195.7380697,38.2,1.99977,0.49,-43.507378,172.709962,-0.159462,0.064285,0.171932227,3.216152818,0.171932227,1.95014,0.72001,29.37664
2463,32,1.2,113.3542828,38.1,2.02998,0.49,-43.507463,172.712462,0.015819,0.094528,0.095842493,3.117223391,0.095842493,1.96431,0.56744,24.26489
2138,33,1.2,110.3299722,37.5,2.16267,0.48,-43.505785,172.708734,-0.225943,0.025416,0.227368011,3.4102344,0.227368011,2.13107,1.6116,40.43349
2494,34,1.2,38.9833577,27.9,1.9359,0.49,-43.506936,172.713093,-0.057919,0.241363,0.248215045,3.146160894,0.248215045,2.34836,0.86,23.98515
827,35,0.8,13.87226039,17.8,1.09198,0.44,-43.506247,172.683019,-1.5,-0.044341,1.500655232,4.408138125,0.760772289,2.00878,0.79527,276.83551
1059,36,0.8,241.5798107,22,2.09659,0.44,-43.506505,172.685814,-0.136779,-0.001979,0.136793316,4.285858994,0.136793316,2.22899,0.47871,274.47734
836,37,0.8,16.21976502,19.1,1.27352,0.43,-43.504468,172.683307,1.53,-0.181926,1.540778073,4.570344408,1.172729,2.05433,1.73743,276.96205
923,38,0.8,13.64135004,16.3,1.46183,0.43,-43.502831,172.683912,-1.76248,0.375144,1.801962478,4.708192656,1.801965412,2.09627,2.07181,289.47418
942,39,0,31.76295132,9.9,1.68956,0.43,-43.502194,172.684428,-1.6726,0.545941,1.759443757,4.73963775,1.759439004,2.01302,0.69742,293.75165
1005,43,0.8,25.06015159,26.2,1.71436,0.43,-43.501148,172.685141,-1.15946,1.06339,1.573259605,4.799906946,1.57326243,2.22488,0.22384,318.59571
1717,45,0.8,100.6164478,17.1,1.98089,0.45,-43.503011,172.694855,-0.142017,0.377819,0.403628573,4.231113759,0.403628573,1.95105,0.39775,342.32151
1961,46,0.8,111.7916344,15.2,1.76995,0.46,-43.502739,172.703756,0.086657,0.221933,0.238251321,3.890317227,0.238251321,2.01313,0.22123,29.61497
1968,47,1.2,6.039717602,17.2,1.24114,0.46,-43.501759,172.704037,0.7,1.38,1.547384891,3.96821712,0.932147372,1.81103,2.01462,33.54976
828,48,1.2,11.3786854,17,1.01864,0.44,-43.505687,172.683069,-1.79,0.024093,1.790162136,4.460331877,1.513043835,2.14691,1.56928,275.46722
831,49,1.2,13.00898276,31.2,1.10231,0.43,-43.505019,172.683187,-2.23,0.16,2.235732542,4.520873087,1.549747699,1.96945,1.97888,276.59456
861,50,1.2,12.03848327,31,1.15775,0.43,-43.503804,172.683481,-1.9,0.52,1.969873092,4.629364122,1.392856218,1.98043,1.84903,286.09693
933,51,1.2,13.57838628,30.9,1.31471,0.43,-43.502399,172.684101,-1.91,0.667,2.023113689,4.736932954,1.015619178,2.07009,2.35288,287.9394
948,52,1.2,13.96965124,25.1,1.53048,0.43,-43.501486,172.684626,-1.94653,1.71585,2.594825671,4.793101498,2.594829066,2.12118,1.81098,295.35516
1080,53,1.2,15.25839091,27,1.81475,0.43,-43.500737,172.686077,-0.635081,2.4656,2.546077618,4.79545886,2.546072776,2.21446,0.26579,344.88138
1396,55,1.2,12.08613436,12.2,1.87623,0.43,-43.501226,172.689003,0.044199,0.94,0.941038549,4.626306379,0.447291115,2.21612,0.88643,28.2199
1520,56,1.2,13.32260346,14.1,1.655,0.44,-43.501854,172.690386,0.63,1.46,1.590125781,4.511538519,1.234729008,1.91676,1.905,33.48692
1578,57,1.2,13.78110389,12.2,1.63239,0.44,-43.502222,172.691267,0.006562,0.451398,0.451445694,4.441921608,0.451445694,1.94661,1.20941,22.46982
1706,58,1.2,16.72024822,11.2,1.64359,0.44,-43.502305,172.694474,-0.080406,0.85,0.853794545,4.312793819,2.172453488,1.87594,0.50064,344.19237
1739,59,1.2,16.23289227,12.1,1.63597,0.45,-43.502143,172.695161,-0.273915,0.688783,0.741249923,4.304089715,0.741249923,1.76155,1.21136,340.68715
1783,60,1.2,18.28324574,11.3,1.52604,0.45,-43.501866,172.696444,-0.324607,0.732744,0.8014259,4.287396795,0.8014259,1.72068,1.1829,343.44672
1856,61,1.2,23.81283677,14,1.74168,0.45,-43.50136,172.698863,-0.0956,0.16702,0.192444902,4.229647532,0.192444902,1.99836,0.43061,342.14004
1232,62,1.2,158.708543,19.8,1.65676,0.43,-43.502191,172.687648,0.065811,-0.074569,0.099456641,4.595093329,0.099456641,1.75549,0.26504,28.34801
1434,63,1.2,129.8649279,19.6,2.05334,0.44,-43.502629,172.689382,-0.017352,0.049828,0.05276288,4.48105417,0.05276288,2.09789,0.58966,31.81895
1541,64,1.2,108.3419015,12.8,2.07547,0.44,-43.502946,172.690619,0.025111,0.028608,0.03806547,4.400519317,0.03806547,2.11584,0.35289,23.17146
1596,65,1.2,103.1971987,12.4,1.92067,0.44,-43.503154,172.691529,0.066125,0.007983,0.066605134,4.344315744,0.066605134,1.94987,0.49405,12.93316
1699,66,1.2,116.0238115,33.2,1.91728,0.45,-43.503262,172.694222,-0.127989,0.343706,0.366762864,4.230203739,0.366762864,1.92922,0.48815,349.50982
1791,67,1.2,104.8304923,26.2,1.81921,0.45,-43.502624,172.696703,0.308103,0.489858,0.578695359,4.204445515,0.578695359,1.86668,0.31756,342.12327
1377,68,1.2,204.9841444,14,2.1149,0.44,-43.503155,172.688782,-0.208231,-0.076849,0.221959271,4.458519057,0.221959271,2.08647,0.3296,31.58775
1220,69,1.2,321.6603909,31.4,1.81862,0.44,-43.503822,172.687522,-0.150175,-0.15029,0.212460855,4.453964087,0.212460855,1.82827,0.55085,31.67889
1443,70,1.2,326.886867,32.5,1.94552,0.44,-43.504723,172.689451,-0.152519,-0.31436,0.349405574,4.287694936,0.349405574,2.30367,0.46798,22.87903
1507,71,1.2,211.7301373,32.5,1.97408,0.44,-43.503857,172.69029,-0.057578,-0.088833,0.10586089,4.330272082,0.10586089,2.11157,0.16639,22.96727
1543,72,1.2,282.1830074,33,1.86526,0.45,-43.50465,172.690655,0.54121,0.0419,0.542829507,4.242420785,0.542829507,2.13998,0.13979,18.13547
1579,73,1.2,371.3774847,32.9,1.53602,0.45,-43.505578,172.691263,-0.077081,0,0.077081,4.132178973,0.077081,1.97914,0.10715,8.56152
1164,74,1.2,323.664471,24.2,1.71247,0.44,-43.505232,172.68702,-0.01186,-0.078498,0.079388888,4.352690923,0.079388888,1.87381,0.32796,275.83622
1371,75,1.2,433.7907738,24.3,1.75294,0.45,-43.505544,172.688729,-0.132463,-0.281681,0.311272601,4.246616811,0.311272601,1.87196,0.288,24.47901
1558,76,1.2,456.7472299,32.5,1.38592,0.45,-43.506303,172.690832,-0.122193,-0.133452,0.180943542,4.085377143,0.180943542,1.83163,0.19846,11.34785
1650,77,1.2,373.3751548,33.2,1.53224,0.45,-43.505682,172.692386,0.885691,-4.4736,4.560432601,4.075546984,4.56043162,1.88456,0.40713,4.36006
1682,78,1.2,248.1692908,33.4,1.73043,0.45,-43.50454,172.693322,-0.077846,-0.032887,0.084507718,4.143682418,0.084507718,1.90782,0.31527,355.34291
1711,79,1.2,187.7021626,33.7,1.8839,0.45,-43.503874,172.694555,-0.143224,0.319401,0.350043016,4.159496625,0.350043016,1.91676,0.03476,349.40197
1786,80,1.2,167.6640016,34.5,1.79651,0.45,-43.503243,172.696594,-0.138507,0.255996,0.291063809,4.147674195,0.291063809,1.83302,0.14102,342.1894
1858,81,1.2,371.4259981,21,1.89364,0.46,-43.504639,172.698884,-0.180409,-0.126899,0.220569181,3.935280848,0.220569181,2.35033,0.57614,342.2585
1900,82,1.2,359.1905058,12.9,1.93805,0.46,-43.504292,172.699942,-0.339522,-0.098957,0.353649086,3.925788451,0.353649086,2.16033,0.53526,352.55765
1891,83,1.2,247.8651332,20.6,1.97992,0.46,-43.50329,172.69985,-0.336869,0.048456,0.340336168,4.015953427,0.340336168,1.86674,0.64521,352.39886
1933,84,1.2,225.6969039,21,1.81771,0.46,-43.503161,172.701355,-0.34898,-0.076576,0.357282695,3.957618876,0.357282695,1.96076,0.38937,16.74166
1877,85,1.2,139.8907146,20.3,1.85804,0.45,-43.502344,172.699483,-0.307171,0.275142,0.412379853,4.115049128,0.412379853,1.87967,0.33655,352.36671
1848,86,1.2,225.0461101,21.2,2.04799,0.45,-43.50334,172.698517,-0.275294,0.081962,0.287236063,4.075003955,0.287236063,2.16073,0.05077,342.22085
1414,88,1.2,519.6317051,12.4,1.53242,0.45,-43.507056,172.689203,-0.042107,-0.121901,0.12896842,4.092112624,0.12896842,1.58862,0.55588,274.4273
1944,89,1.5,28.20246534,36.2,1.64969,0.45,-43.501474,172.702128,0.040682,0.779585,0.780645757,4.074045801,0.780645757,2.02888,0.35479,16.42045
355,97,0,9.215309547,9.6,0.770926,0.44,-43.514558,172.668262,0.068577,1.45277,1.454387664,4.232489284,1.454384668,1.92299,1.24326,353.4974
278,108,0.8,5.259759526,22.1,1.05984,0.45,-43.519712,172.664288,-1.61878,1.03,1.918684103,3.913132492,1.666260958,1.95285,1.36199,337.22277
292,109,0.8,8.223065407,23.8,1.87413,0.44,-43.518209,172.664832,-0.131526,-0.099155,0.164714306,4.037922276,0.164714306,2.6336,3.61968,254.44113
346,110,0.8,199.1210101,24.7,2.55309,0.45,-43.518436,172.668041,0.493619,0.258746,0.557323254,3.904649342,0.557323254,3.34918,0.64566,112.43509
394,111,0.8,5.394465439,23.9,1.31384,0.45,-43.518207,172.670917,0.519842,-0.329705,0.615581913,3.790470056,0.615581913,1.7656,1.45447,116.81668
283,112,0.8,9.628749019,24.1,1.46598,0.44,-43.5168,172.664535,-0.519144,0.112355,0.531163006,4.185008443,0.531163006,1.76651,1.41192,297.63913
382,114,0.8,135.8320842,29.1,2.16462,0.45,-43.516535,172.669961,0.039793,0.0195,0.044314025,3.980974998,0.044314025,2.66353,0.32081,43.92135
418,115,0.8,9.050686794,27.9,1.26828,0.45,-43.516592,172.671964,1.1019,0.757,1.336874194,3.88954742,1.233055682,1.70327,0.52674,58.76266
308,116,1.2,11.95829923,15.6,1.27605,0.44,-43.515665,172.66569,-0.418952,0.206755,0.467192047,4.253977651,0.467192047,1.94227,0.99343,310.34511
388,117,0.8,7.88697206,22.8,1.1531,0.45,-43.515422,172.670654,0.4598,0.5,0.679276115,4.051045505,1.472969383,1.66144,0.77734,40.26574
363,118,0.8,9.491031759,27.8,0.864338,0.44,-43.514547,172.668532,0.034676,1.53784,1.538230896,4.221578958,1.538234895,1.85362,0.2457,354.42883
325,119,1.2,8.199719489,27.4,0.909871,0.44,-43.514726,172.666873,0.74233,1.97,2.105220613,4.280121111,0.257707141,1.78849,1.93227,339.16257
340,120,1.2,5.101164289,12.2,0.859985,0.44,-43.514554,172.667699,-0.059673,2.06911,2.069970304,4.257903896,2.069969304,1.80892,1.43224,357.48287
370,121,1.2,3.427924467,16.8,1.04333,0.44,-43.514585,172.669533,0.3,0.267787,0.402131667,4.174731536,0.278215632,1.78702,0.23628,29.74591
383,122,1.2,2.427440347,21.9,1.1735,0.44,-43.514935,172.670078,0.686896,1.07991,1.279856134,4.119717907,1.279851915,1.65138,0.64592,36.89134
405,123,1.2,2.955414736,28.3,1.2041,0.45,-43.515743,172.6712,0.472633,0.605,0.767728437,3.99882684,1.472251391,1.75198,0.57396,50.14995
414,124,1.2,8.360719897,28.1,1.25677,0.45,-43.517587,172.671795,1.11,-0.89,1.422743828,3.806929579,1.182041326,1.70363,0.15896,150.98865
401,125,1.2,3.851566576,25,1.27153,0.45,-43.518004,172.671133,0.419346,-0.404327,0.58252158,3.798750245,0.58252158,1.78652,1.12535,130.54262
2870,157,0.8,346.6245111,29.9,2.25546,0.53,-43.516529,172.720668,0.151712,0.253979,0.295840943,2.017934616,0.295840943,2.27048,0.12745,85.83649
2957,158,0.8,53.64023811,35.9,1.27164,0.54,-43.514919,172.724416,0.225786,0.112343,0.252190935,2.033232906,0.252190935,0.99215,0.53161,99.27604
2817,159,0.8,523.9548344,39.6,1.13823,0.53,-43.515173,172.718474,0.14044,0.353151,0.380051342,2.203839462,0.380051342,1.04434,0.01644,95.78841
2923,160,0.8,276.0319751,41.1,1.74403,0.53,-43.514525,172.721717,0.08316,0.428058,0.436061047,2.178813161,0.436061047,1.13465,0.36548,99.12696
2968,161,1.2,46.4172648,24.4,1.87198,0.53,-43.513555,172.72534,0.35929,0.011611,0.359477565,2.091869817,0.359477565,1.69201,0.14597,125.79105
2782,162,0.8,471.3256901,39.4,1.66114,0.52,-43.513046,172.717596,0.467004,0.489135,0.676273454,2.425860282,0.676273454,1.35961,0.18082,50.8924
2877,163,0.8,233.9827658,28.5,1.38424,0.52,-43.512433,172.720863,0.096042,0.277026,0.293202098,2.390588313,0.293202098,0.91576,0.27814,40.05598
2945,164,0.8,90.33346736,38.8,1.19635,0.52,-43.511801,172.723117,-0.14529,0.006193,0.145421929,2.329397475,0.145421929,0.93985,0.60594,16.31178
2748,165,0.8,303.8673118,25.8,1.53909,0.51,-43.510527,172.71724,0.205803,-0.72593,0.754539091,2.674455099,0.754539091,1.08235,0.21362,18.48379
2837,166,0.8,181.6757334,39.2,1.43846,0.51,-43.510339,172.719414,-0.256039,-0.042748,0.259583052,2.621434547,0.259583052,0.9656,0.21362,61.93225
2928,167,0.8,26.66337919,24,1.40778,0.52,-43.510531,172.721876,0.138499,-0.087445,0.163794386,2.487626695,0.163794386,0.94358,0.40119,50.98158
2701,168,0.8,152.2572403,38,1.20299,0.5,-43.508829,172.716136,0.365516,0.242941,0.438887543,2.86982185,0.438887543,1.01182,0.44134,17.90303
2821,169,0.8,18.84840297,24.5,1.71476,0.5,-43.508211,172.718807,0.015862,0.691634,0.691815866,2.819213033,0.691815866,1.98062,0.7292,19.36901
2971,170,0.8,5.149023015,14.2,1.74407,0.53,-43.51209,172.725622,0.281028,0.130964,0.310045652,2.196611159,0.310045652,2.1049,1.53069,61.53217
2567,171,0.8,19.75665804,37,1.39898,0.49,-43.507139,172.714441,0.284001,0.379181,0.4737455,3.083925828,0.4737455,1.19299,0.22963,20.47243
2962,173,0,29.49920884,9.9,1.45845,0.54,-43.515385,172.724614,0.303195,0.148412,0.337569741,1.990657582,0.337569741,1.19156,0.9868,98.33836
2929,174,0,255.111661,12.1,1.86289,0.54,-43.516887,172.72189,0.06011,0.224785,0.232683279,1.954803793,0.232683279,1.96395,0.17886,75.3243
2976,178,0.8,5.473779342,13.6,1.46455,0.54,-43.513142,172.726049,0.596486,-0.104577,0.605583931,2.093710995,0.605583931,1.75474,1.00061,81.06281
2970,179,0.8,2.326883195,17,1.46308,0.54,-43.513954,172.725613,0.377792,-0.013943,0.378049206,2.049041364,0.378049206,1.48815,1.07483,127.96789
2958,180,0.8,86.79148573,23.4,2.08394,0.53,-43.512194,172.724485,0.082744,0.157521,0.177930984,2.236685806,0.177930984,1.93361,0.5782,42.7956
2955,183,0.8,99.42002153,20.1,1.61475,0.54,-43.517221,172.724094,0.370838,-0.197133,0.419978859,1.879681925,0.419978859,2.0038,0.62993,69.51624
2972,184,0.8,5.149023015,11.6,1.74407,0.53,-43.51209,172.725622,0.281028,0.130964,0.310045652,2.196611159,0.310045652,2.1049,1.53069,61.53217
2938,186,0.8,191.0818271,39.2,2.23748,0.54,-43.51582,172.722562,0.049333,0.266289,0.270820192,2.038756186,0.270820192,1.92385,0.5865,88.22323
730,267,0.8,209.0952476,13.9,1.82914,0.43,-43.504109,172.679884,0.108159,0.15314,0.187483943,4.729745287,0.187483943,1.5807,0.09585,98.79054
639,269,0.8,415.0880163,20.5,2.03712,0.42,-43.503139,172.677548,0.215241,-0.192995,0.289094722,4.912808272,0.289094722,1.91074,0.09132,101.28676
758,270,0.8,129.6144692,22.8,1.53599,0.42,-43.503135,172.681155,0.280345,0.919314,0.961109541,4.776107465,0.961109541,1.60763,0.18242,103.67497
736,271,0.8,242.36852,23.7,1.22518,0.42,-43.502235,172.680025,0.218652,0.137853,0.258480457,4.904263492,0.258480457,1.17943,0.67203,103.70446
628,273,0.8,489.2362495,19.9,1.68846,0.41,-43.50118,172.677268,0.374928,-0.079298,0.3832221,5.109367281,0.3832221,1.72354,0.09471,109.37687
712,274,0.8,328.2293568,24.6,1.30974,0.42,-43.501252,172.679395,0.616062,0.123961,0.628409673,5.022365518,0.628409673,1.36471,0.3978,115.89463
705,281,1.2,390.4316999,22.3,1.36127,0.41,-43.500241,172.679142,1.25192,0.018743,1.252060297,5.129590212,1.252063296,1.34355,0.81257,112.8161
703,283,0,391.7054309,9.2,1.38509,0.41,-43.500242,172.679125,1.22744,0.020183,1.227605925,5.13010792,1.227606925,1.34355,0.81257,112.72555
737,288,1.2,304.2117862,11,1.42141,0.41,-43.500421,172.680196,-0.711685,-0.235367,0.749595333,5.074436164,0.749595333,2.09701,0.57638,112.80795
800,289,1.2,155.6418664,24.2,2.05838,0.42,-43.500376,172.682291,-0.239947,-0.308238,0.390621591,4.999283353,0.390621591,2.18244,1.07581,121.8231
656,290,1.2,522.453678,28.9,1.62925,0.41,-43.499363,172.677882,0.632932,0.010754,0.633023353,5.26071692,0.633023353,1.69214,0.15373,113.9363
1652,299,0.8,189.3118933,12.5,1.82866,0.43,-43.500237,172.692565,-0.139006,-0.535061,0.552822704,4.581232879,0.552822704,1.99615,0.30371,205.8293
1607,300,1.2,35.560305,25.9,1.8351,0.44,-43.50145,172.691645,-0.398115,-0.834527,0.924624717,4.49991735,0.924624717,1.95305,0.90517,206.33024
1691,301,1.2,37.44675884,19.5,1.62466,0.44,-43.501612,172.693746,-0.03942,-0.626885,0.628123188,4.405831993,0.628123188,1.79619,0.44309,170.27555
1780,302,1.2,8.496192927,34.1,1.32374,0.44,-43.50135,172.696265,0.499064,-1.02,1.13554607,4.344040659,0.987083291,1.76827,1.43381,93.66506
1716,303,0.8,370.0519559,12.7,1.94593,0.43,-43.497928,172.694862,0.140169,-0.180345,0.228411181,4.716435677,0.228411181,2.37959,0.38416,159.39099
1812,305,0.8,375.1068124,27.7,1.05146,0.43,-43.494506,172.69741,-0.038429,-0.036553,0.053036873,4.911764108,0.053036873,2.0694,1.17972,97.22091
1912,306,0.8,125.9555656,26.1,0.985622,0.44,-43.496323,172.700396,0.607168,-0.204777,0.640770318,4.620276866,0.640770318,1.52929,2.21448,119.49196
1908,307,0.8,109.7497811,24.3,1.28415,0.44,-43.498107,172.700266,0.282224,-0.102833,0.300374786,4.460065942,0.300374786,1.68144,1.48025,109.21225
1634,317,1.2,17.87524337,32.7,1.28018,0.44,-43.501776,172.692063,-0.560409,-1.33,1.443245734,4.452957969,1.338340669,1.51874,1.10363,204.56818
1666,318,1.2,13.76505814,32.8,1.27083,0.44,-43.501915,172.692822,-0.4,-1.24,1.302919798,4.410928507,0.643983128,1.56426,1.08014,183.03999
1709,319,1.2,10.14324927,33.1,1.2196,0.44,-43.50174,172.694552,-0.176833,-1.28,1.292157076,4.364586074,1.12436861,1.42838,1.2552,165.16172
1754,320,1.2,10.35927042,33.8,1.43101,0.44,-43.501545,172.69548,0.057745,-1.315,1.316267254,4.351280295,1.09099326,1.64424,1.77242,160.55315
1817,322,1.2,64.84457407,21.4,1.97521,0.44,-43.500373,172.697419,0.059118,-0.471313,0.475006191,4.383017348,0.475006191,1.85845,0.4035,176.76071
1727,323,1.2,134.5162953,21.4,1.69929,0.44,-43.500414,172.695022,-0.027372,-0.36611,0.3671318,4.477520901,0.3671318,1.73053,0.19098,123.56875
1648,324,1.2,107.7768025,28.5,2.12118,0.44,-43.500985,172.692372,-0.138106,-0.611353,0.626758133,4.516581411,0.626758133,2.20768,0.99715,206.07954
1552,325,1.2,20.91532724,22.6,1.57232,0.44,-43.501297,172.690782,-0.550707,-0.733431,0.91716914,4.547986003,0.91716914,1.82176,1.42686,204.85846
1712,327,1.2,209.2714841,11.9,1.8895,0.44,-43.4997,172.694654,-0.047338,-0.32365,0.327093578,4.560015209,0.327093578,1.95867,0.26077,135.85482
1811,328,1.2,168.7273391,34.4,1.92044,0.44,-43.499439,172.697352,-0.153409,0.264159,0.305473892,4.4680155,0.305473892,2.15512,0.66178,176.77437
1911,329,1.2,106.4898823,25.8,1.12272,0.44,-43.497853,172.700351,0.048941,-0.061421,0.078535092,4.479926592,0.078535092,1.32725,1.13465,94.17864
1913,330,1.2,124.5119045,20.7,0.935089,0.44,-43.496325,172.700415,0.597813,-0.208992,0.633291433,4.619326507,0.633291433,0.99939,2.21448,119.29646
1846,331,1.2,289.8346536,20.9,1.28542,0.43,-43.494338,172.698521,-0.084811,0.046347,0.096648591,4.881697776,0.096648591,1.93567,0.17239,97.07427
1835,332,1.2,301.9184235,22.4,1.07137,0.43,-43.496558,172.698023,-0.52443,0.100227,0.533921601,4.697029503,0.533921601,1.6688,1.40726,97.37367
1778,333,1.2,472.7206078,27.7,1.48502,0.42,-43.49454,172.69619,0.1115,-0.025778,0.114441056,4.960295709,0.114441056,2.13689,0.43688,95.22983
1546,337,1.2,533.953644,12,2.50082,0.42,-43.495978,172.690773,-0.032452,-0.225548,0.227870649,5.058756127,0.227870649,3.87841,0.7792,203.37455
1612,338,1.2,369.0457868,11.5,1.96468,0.43,-43.498051,172.691718,-0.017284,-0.74889,0.749089426,4.823271994,0.749089426,2.39534,0.18641,205.18158
1496,339,1.2,267.0407556,33,2.28369,0.43,-43.498435,172.69011,0.028896,-0.405168,0.406197104,4.845547724,0.406197104,2.73315,1.2419,209.14709
1837,340,1.2,309.2719899,12.4,0.986102,0.43,-43.496004,172.69811,-0.489042,0.062952,0.493077106,4.744126594,0.493077106,1.30717,1.53757,108.90695
1784,341,1.2,242.0515783,12.3,1.73136,0.44,-43.498856,172.696465,0.167562,-0.226078,0.281404133,4.560269901,0.281404133,2.17372,0.60894,169.44754
169,515,0.8,217.9004396,21.8,2.92002,0.44,-43.51846,172.660852,0.077132,-0.137144,0.157346186,4.162701082,0.157346186,4.0518,0.06994,145.83217
322,520,0.8,6.363164826,18,1.01018,0.43,-43.514401,172.666753,0.43075,-0.44,0.61574797,4.314240556,0.583904044,1.82413,2.6371,159.77261
274,522,1.2,167.1886174,28,2.42622,0.43,-43.513997,172.664272,0.352028,-0.254979,0.434669993,4.465348175,0.434669993,3.27266,1.14929,129.84285
345,525,0.8,6.650863567,10,1.23191,0.44,-43.514196,172.667988,0.369026,-0.415,0.555342407,4.277001281,0.417720975,2.1139,1.48649,172.85319
244,529,0.8,187.3021653,28.2,2.36035,0.43,-43.514795,172.663062,0.329266,-0.248754,0.412667725,4.43096555,0.412667725,3.51717,0.19602,125.74703
96,538,0.8,426.1395089,24.3,2.15848,0.43,-43.516789,172.658736,0.076063,-0.133883,0.15398129,4.403391287,0.15398129,4.14434,0.39944,93.61704
280,541,1.2,14.51928856,22.3,1.40692,0.45,-43.519187,172.664319,1.12984,-0.261133,1.159624452,3.962054333,1.159625426,2.2141,1.72111,135.17636
333,543,1.2,6.450391442,27.3,1.2902,0.44,-43.514273,172.66735,0.5175,-0.64,0.823046931,4.298545326,0.524194723,1.90404,2.47154,163.90951
5,560,1.2,434.7728442,14.7,2.17955,0.43,-43.519904,172.655386,0.38392,-0.36487,0.529645809,4.27123534,0.529645809,4.70641,0.70536,117.68633
605,849,0.8,11.14998453,29.1,1.32949,0.47,-43.51816,172.676647,0.362,0.59,0.692202283,3.558925741,0,1.97307,1.2498,325.02186
726,850,0.8,27.67669063,18.7,1.58174,0.47,-43.518094,172.679705,0,0,0,3.458299268,0,1.96895,1.47745,359.07209
