
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2022-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Darfield
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
76, SRSS, 6957, -, 1.0, -, 47.4, 69.4, 0.0, "Darfield_ New Zealand", 2010, "QRZ", 7.0, strike slip, 306.33, 306.33, 638.39, 0.175, 1.0, RSN6957_DARFIELD_QRZE.AT2, RSN6957_DARFIELD_QRZN.AT2 , RSN6957_DARFIELD_QRZUP.AT2  
77, SRSS, 6958, -, 1.0, -, 22.5, 37.0, 0.0, "Darfield_ New Zealand", 2010, "RDCS", 7.0, strike slip, 165.39, 165.39, 628.04, 0.0625, 1.0, RSN6958_DARFIELD_RDCSS.AT2, RSN6958_DARFIELD_RDCSW.AT2 , RSN6958_DARFIELD_RDCSUP.AT2  
78, SRSS, 6959, -, 1.0, 12.019, 11.9, 30.5, 1.8, "Darfield_ New Zealand", 2010, "Christchurch Resthaven ", 7.0, strike slip, 19.48, 19.48, 141.0, 0.0625, 1.0, RSN6959_DARFIELD_REHSN02E.AT2, RSN6959_DARFIELD_REHSS88E.AT2 , RSN6959_DARFIELD_REHSUP.AT2  
79, SRSS, 6960, -, 1.0, 9.394, 10.1, 24.6, 1.2, "Darfield_ New Zealand", 2010, "Riccarton High School ", 7.0, strike slip, 13.64, 13.64, 293.0, 0.05, 1.0, RSN6960_DARFIELD_RHSCN86W.AT2, RSN6960_DARFIELD_RHSCS04W.AT2 , RSN6960_DARFIELD_RHSCUP.AT2  
80, SRSS, 6961, -, 1.0, -, 13.2, 20.3, 0.5, "Darfield_ New Zealand", 2010, "RKAC", 7.0, strike slip, 13.37, 16.47, 295.74, 0.15, 1.0, RSN6961_DARFIELD_RKACN14E.AT2, RSN6961_DARFIELD_RKACS76E.AT2 , RSN6961_DARFIELD_RKACUP.AT2  
81, SRSS, 6962, -, 1.0, 7.14, 7.1, 11.4, 1.6, "Darfield_ New Zealand", 2010, "ROLC", 7.0, strike slip, 0.0, 1.54, 295.74, 0.1625, 1.0, RSN6962_DARFIELD_ROLCS29E.AT2, RSN6962_DARFIELD_ROLCS61W.AT2 , RSN6962_DARFIELD_ROLCUP.AT2  
82, SRSS, 6963, -, 1.0, -, 11.6, 24.2, 0.1, "Darfield_ New Zealand", 2010, "RPZ", 7.0, strike slip, 57.37, 57.65, 638.39, 0.0375, 1.0, RSN6963_DARFIELD_RPZE.AT2, RSN6963_DARFIELD_RPZN.AT2 , RSN6963_DARFIELD_RPZUP.AT2  
83, SRSS, 6964, -, 1.0, -, 30.3, 43.5, 0.0, "Darfield_ New Zealand", 2010, "RQGS", 7.0, strike slip, 320.11, 320.11, 336.98, 0.25, 1.0, RSN6964_DARFIELD_RQGSS25W.AT2, RSN6964_DARFIELD_RQGSS65E.AT2 , RSN6964_DARFIELD_RQGSUP.AT2  
84, SRSS, 6965, -, 1.0, -, 13.8, 20.3, 0.7, "Darfield_ New Zealand", 2010, "SBRC", 7.0, strike slip, 21.31, 24.34, 263.2, 0.0875, 1.0, RSN6965_DARFIELD_SBRCS31E.AT2, RSN6965_DARFIELD_SBRCS59W.AT2 , RSN6965_DARFIELD_SBRCUP.AT2  
85, SRSS, 6966, -, 1.0, 8.757, 11.7, 26.4, 1.0, "Darfield_ New Zealand", 2010, "Shirley Library", 7.0, strike slip, 22.33, 22.33, 207.0, 0.05, 1.0, RSN6966_DARFIELD_SHLCS40W.AT2, RSN6966_DARFIELD_SHLCS50E.AT2 , RSN6966_DARFIELD_SHLCUP.AT2  
86, SRSS, 6967, -, 1.0, -, 19.3, 30.9, 0.0, "Darfield_ New Zealand", 2010, "SJFS", 7.0, strike slip, 139.42, 139.42, 455.93, 0.0375, 1.0, RSN6967_DARFIELD_SJFSN18W.AT2, RSN6967_DARFIELD_SJFSS72W.AT2 , RSN6967_DARFIELD_SJFSUP.AT2  
87, SRSS, 6968, -, 1.0, -, 33.3, 56.3, 0.1, "Darfield_ New Zealand", 2010, "SKFS", 7.0, strike slip, 269.34, 270.39, 263.18, 0.0375, 1.0, RSN6968_DARFIELD_SKFSS02E.AT2, RSN6968_DARFIELD_SKFSS88W.AT2 , RSN6968_DARFIELD_SKFSUP.AT2  
88, SRSS, 6969, -, 1.0, 9.352, 14.2, 38.2, 0.9, "Darfield_ New Zealand", 2010, "Styx Mill Transfer Station ", 7.0, strike slip, 20.86, 20.86, 247.5, 0.05, 1.0, RSN6969_DARFIELD_SMTCN88W.AT2, RSN6969_DARFIELD_SMTCS02W.AT2 , RSN6969_DARFIELD_SMTCUP.AT2  
89, SRSS, 6970, -, 1.0, -, 35.6, 66.1, 0.0, "Darfield_ New Zealand", 2010, "SOCS", 7.0, strike slip, 335.11, 335.11, 432.58, 0.0375, 1.0, RSN6970_DARFIELD_SOCSN82E.AT2, RSN6970_DARFIELD_SOCSS08E.AT2 , RSN6970_DARFIELD_SOCSUP.AT2  
90, SRSS, 6971, -, 1.0, -, 16.1, 22.7, 1.0, "Darfield_ New Zealand", 2010, "SPFS", 7.0, strike slip, 29.86, 29.86, 389.54, 0.0375, 1.0, RSN6971_DARFIELD_SPFSN17E.AT2, RSN6971_DARFIELD_SPFSN73W.AT2 , RSN6971_DARFIELD_SPFSUP.AT2  
91, SRSS, 6972, -, 1.0, -, 35.6, 53.2, 0.0, "Darfield_ New Zealand", 2010, "SYZ", 7.0, strike slip, 381.9, 382.64, 649.67, 0.0375, 1.0, RSN6972_DARFIELD_SYZE.AT2, RSN6972_DARFIELD_SYZN.AT2 , RSN6972_DARFIELD_SYZUP.AT2  
92, SRSS, 6973, -, 1.0, -, 49.8, 81.9, 0.0, "Darfield_ New Zealand", 2010, "TEPS", 7.0, strike slip, 320.5, 320.5, 399.61, 0.05, 1.0, RSN6973_DARFIELD_TEPSN12E.AT2, RSN6973_DARFIELD_TEPSS78E.AT2 , RSN6973_DARFIELD_TEPSUP.AT2  
93, SRSS, 6974, -, 1.0, -, 40.4, 56.2, 0.0, "Darfield_ New Zealand", 2010, "TMBS", 7.0, strike slip, 296.77, 297.72, 358.58, 0.175, 1.0, RSN6974_DARFIELD_TMBSN09E.AT2, RSN6974_DARFIELD_TMBSN81W.AT2 , RSN6974_DARFIELD_TMBSUP.AT2  
94, SRSS, 6975, -, 1.0, 8.932, 13.9, 24.5, 1.5, "Darfield_ New Zealand", 2010, "TPLC", 7.0, strike slip, 6.11, 6.11, 249.28, 0.0625, 1.0, RSN6975_DARFIELD_TPLCN27W.AT2, RSN6975_DARFIELD_TPLCS63W.AT2 , RSN6975_DARFIELD_TPLCUP.AT2  
95, SRSS, 6976, -, 1.0, -, 21.0, 61.7, 0.2, "Darfield_ New Zealand", 2010, "TRCS", 7.0, strike slip, 93.7, 95.85, 424.9, 0.05, 1.0, RSN6976_DARFIELD_TRCSN07E.AT2, RSN6976_DARFIELD_TRCSS83E.AT2 , RSN6976_DARFIELD_TRCSUP.AT2  
96, SRSS, 6977, -, 1.0, -, 42.3, 57.2, 0.0, "Darfield_ New Zealand", 2010, "TSFS", 7.0, strike slip, 305.45, 305.45, 388.01, 0.0375, 1.0, RSN6977_DARFIELD_TSFSS41E.AT2, RSN6977_DARFIELD_TSFSS49W.AT2 , RSN6977_DARFIELD_TSFSUP.AT2  
97, SRSS, 6978, -, 1.0, -, 31.9, 50.3, 0.0, "Darfield_ New Zealand", 2010, "TUZ", 7.0, strike slip, 306.88, 307.8, 638.39, 0.0375, 1.0, RSN6978_DARFIELD_TUZE.AT2, RSN6978_DARFIELD_TUZN.AT2 , RSN6978_DARFIELD_TUZUP.AT2  
98, SRSS, 6979, -, 1.0, -, 21.5, 39.9, 0.0, "Darfield_ New Zealand", 2010, "TWAS", 7.0, strike slip, 149.35, 150.42, 336.98, 0.0375, 1.0, RSN6979_DARFIELD_TWASN23E.AT2, RSN6979_DARFIELD_TWASN67W.AT2 , RSN6979_DARFIELD_TWASUP.AT2  
99, SRSS, 6980, -, 1.0, -, 15.1, 23.2, 0.7, "Darfield_ New Zealand", 2010, "WAKC", 7.0, strike slip, 72.5, 72.5, 484.49, 0.0375, 1.0, RSN6980_DARFIELD_WAKCN80E.AT2, RSN6980_DARFIELD_WAKCS10E.AT2 , RSN6980_DARFIELD_WAKCUP.AT2  
100, SRSS, 6981, -, 1.0, -, 32.9, 51.0, 0.0, "Darfield_ New Zealand", 2010, "WBCS", 7.0, strike slip, 207.55, 207.55, 275.56, 0.05, 1.0, RSN6981_DARFIELD_WBCSN08W.AT2, RSN6981_DARFIELD_WBCSN82E.AT2 , RSN6981_DARFIELD_WBCSUP.AT2  
101, SRSS, 6982, -, 1.0, -, 32.1, 57.5, 0.0, "Darfield_ New Zealand", 2010, "WDFS", 7.0, strike slip, 240.81, 240.81, 450.58, 0.2875, 1.0, RSN6982_DARFIELD_WDFSN75E.AT2, RSN6982_DARFIELD_WDFSS15E.AT2 , RSN6982_DARFIELD_WDFSUP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-6879 SRSS pSa (g),RSN-6881 SRSS pSa (g),RSN-6882 SRSS pSa (g),RSN-6884 SRSS pSa (g),RSN-6885 SRSS pSa (g),RSN-6886 SRSS pSa (g),RSN-6887 SRSS pSa (g),RSN-6888 SRSS pSa (g),RSN-6889 SRSS pSa (g),RSN-6890 SRSS pSa (g),RSN-6891 SRSS pSa (g),RSN-6892 SRSS pSa (g),RSN-6893 SRSS pSa (g),RSN-6894 SRSS pSa (g),RSN-6895 SRSS pSa (g),RSN-6896 SRSS pSa (g),RSN-6897 SRSS pSa (g),RSN-6898 SRSS pSa (g),RSN-6899 SRSS pSa (g),RSN-6900 SRSS pSa (g),RSN-6901 SRSS pSa (g),RSN-6902 SRSS pSa (g),RSN-6903 SRSS pSa (g),RSN-6904 SRSS pSa (g),RSN-6905 SRSS pSa (g),RSN-6906 SRSS pSa (g),RSN-6907 SRSS pSa (g),RSN-6908 SRSS pSa (g),RSN-6909 SRSS pSa (g),RSN-6910 SRSS pSa (g),RSN-6911 SRSS pSa (g),RSN-6912 SRSS pSa (g),RSN-6913 SRSS pSa (g),RSN-6914 SRSS pSa (g),RSN-6915 SRSS pSa (g),RSN-6916 SRSS pSa (g),RSN-6917 SRSS pSa (g),RSN-6919 SRSS pSa (g),RSN-6920 SRSS pSa (g),RSN-6921 SRSS pSa (g),RSN-6922 SRSS pSa (g),RSN-6923 SRSS pSa (g),RSN-6924 SRSS pSa (g),RSN-6925 SRSS pSa (g),RSN-6926 SRSS pSa (g),RSN-6927 SRSS pSa (g),RSN-6928 SRSS pSa (g),RSN-6929 SRSS pSa (g),RSN-6930 SRSS pSa (g),RSN-6931 SRSS pSa (g),RSN-6932 SRSS pSa (g),RSN-6933 SRSS pSa (g),RSN-6934 SRSS pSa (g),RSN-6935 SRSS pSa (g),RSN-6936 SRSS pSa (g),RSN-6937 SRSS pSa (g),RSN-6938 SRSS pSa (g),RSN-6939 SRSS pSa (g),RSN-6940 SRSS pSa (g),RSN-6941 SRSS pSa (g),RSN-6942 SRSS pSa (g),RSN-6943 SRSS pSa (g),RSN-6944 SRSS pSa (g),RSN-6945 SRSS pSa (g),RSN-6946 SRSS pSa (g),RSN-6947 SRSS pSa (g),RSN-6948 SRSS pSa (g),RSN-6949 SRSS pSa (g),RSN-6950 SRSS pSa (g),RSN-6951 SRSS pSa (g),RSN-6952 SRSS pSa (g),RSN-6953 SRSS pSa (g),RSN-6954 SRSS pSa (g),RSN-6955 SRSS pSa (g),RSN-6956 SRSS pSa (g),RSN-6957 SRSS pSa (g),RSN-6958 SRSS pSa (g),RSN-6959 SRSS pSa (g),RSN-6960 SRSS pSa (g),RSN-6961 SRSS pSa (g),RSN-6962 SRSS pSa (g),RSN-6963 SRSS pSa (g),RSN-6964 SRSS pSa (g),RSN-6965 SRSS pSa (g),RSN-6966 SRSS pSa (g),RSN-6967 SRSS pSa (g),RSN-6968 SRSS pSa (g),RSN-6969 SRSS pSa (g),RSN-6970 SRSS pSa (g),RSN-6971 SRSS pSa (g),RSN-6972 SRSS pSa (g),RSN-6973 SRSS pSa (g),RSN-6974 SRSS pSa (g),RSN-6975 SRSS pSa (g),RSN-6976 SRSS pSa (g),RSN-6977 SRSS pSa (g),RSN-6978 SRSS pSa (g),RSN-6979 SRSS pSa (g),RSN-6980 SRSS pSa (g),RSN-6981 SRSS pSa (g),RSN-6982 SRSS pSa (g)
0.01,0.12790588,0.59000299,0.02772853,0.13697143,0.01074808,0.02430332,0.01036113,0.00094167,0.27299622,0.2459149,0.30405801,0.2590954,0.34009605,0.14631182,0.00168328,0.69652727,0.01372475,0.05243482,0.11963901,0.3501064,0.00936016,0.00583094,0.00449398,0.16169805,0.03309256,0.02573276,0.00410487,0.01500966,1.05576106,0.0513349,0.04593946,0.01946843,0.04003269,0.65871749,0.18138795,0.05275519,0.00669762,0.8571959,0.00681052,0.00779847,0.00474724,0.00730474,0.01565731,0.06970502,0.46951824,0.01115966,0.00808703,0.00712813,0.60296637,0.43712913,0.0241933,0.13027594,0.0381907,0.00244108,0.09202962,0.02550278,0.02648339,0.0065999,0.01591916,0.0106153,0.00853824,0.00518581,0.00767031,0.28061867,0.0033441,0.02126924,0.0348691,0.01744896,0.00603313,0.19454501,0.16903424,0.00780024,0.00456265,0.27887269,0.29909006,0.00135785,0.00185546,0.00757699,0.00259923,0.02143758,0.35503085,0.30113988,0.25454397,0.510553,0.06854179,0.00639913,0.2141042,0.25482599,0.0296279,0.05811884,0.24486066,0.00785263,0.22647827,0.00445266,0.00476904,0.023769,0.36585006,0.10261433,0.00981954,0.00718699,0.02551106,0.19812648,0.02668267,0.00913521
0.02,0.13116003,0.61044577,0.02818097,0.13800114,0.01082236,0.02486025,0.01043403,0.0009501,0.29027325,0.24964932,0.30546165,0.25969866,0.34237984,0.14758197,0.00168983,0.70700815,0.01377522,0.05255371,0.12750206,0.35187719,0.00941181,0.0058781,0.00471447,0.16275944,0.03321363,0.02581093,0.0041251,0.01508257,1.09323254,0.05169781,0.04596158,0.01948576,0.04055628,0.67101146,0.18399087,0.05277758,0.0067175,0.87337385,0.00681602,0.00780007,0.00481393,0.00737486,0.01567168,0.0702197,0.47170754,0.01124066,0.0081129,0.00719666,0.62716297,0.46287664,0.02431831,0.13475261,0.03832891,0.00246069,0.09335738,0.025624,0.02650084,0.00662561,0.01605915,0.01064535,0.00857905,0.00521739,0.00769548,0.3026436,0.00335295,0.02136877,0.03538629,0.01753715,0.00606598,0.19580782,0.17036164,0.00781942,0.00458809,0.27987464,0.30362491,0.0013598,0.00186193,0.00767536,0.00261029,0.02164627,0.36066171,0.30275217,0.25516422,0.55149353,0.0692447,0.00644805,0.21709514,0.25580011,0.02986644,0.05820127,0.24720834,0.00791198,0.22681471,0.00447224,0.00479535,0.02379453,0.42441789,0.10451825,0.00984154,0.00722296,0.02569771,0.19868256,0.02678477,0.00920949
0.022,0.13246098,0.6220821,0.02820514,0.13761526,0.01084193,0.02506818,0.01043755,0.00096001,0.29238882,0.25154259,0.30562806,0.26015527,0.34717956,0.14755236,0.00169397,0.71218887,0.0137919,0.05258344,0.12909522,0.35349569,0.00945551,0.00614312,0.00479585,0.16259788,0.0332292,0.02580462,0.0041334,0.01509705,1.10517174,0.05173139,0.04596651,0.01949128,0.04076905,0.6841618,0.18490469,0.05278178,0.00672309,0.91049151,0.00681797,0.00780225,0.00486585,0.00742497,0.01568697,0.07038955,0.47278253,0.01129164,0.00818593,0.00719151,0.63620061,0.47228651,0.02429622,0.13667244,0.03828499,0.00246499,0.0941839,0.02563144,0.02651389,0.00663935,0.01612265,0.01063061,0.00859735,0.00517992,0.00769441,0.30018775,0.00337289,0.02139169,0.03546336,0.01814184,0.00607613,0.20297381,0.17059455,0.00782223,0.00459262,0.28034042,0.305137,0.00135788,0.00186448,0.00774782,0.00262926,0.02177773,0.36280628,0.30334032,0.25959367,0.56688833,0.06981661,0.00647072,0.21838457,0.25632645,0.02989302,0.05821321,0.24835973,0.00789798,0.22825274,0.00447287,0.00479015,0.0239297,0.41514475,0.10530639,0.0098489,0.00724347,0.02576556,0.1987949,0.02682411,0.00921696
0.025,0.13489452,0.65049768,0.02797325,0.13959747,0.01086823,0.02593002,0.01045525,0.00094908,0.29778919,0.25521777,0.30656395,0.26036858,0.34661749,0.1484314,0.00169009,0.74006763,0.01383967,0.052642,0.13395751,0.35491027,0.00943828,0.00624782,0.00493667,0.16295756,0.03315744,0.02588207,0.00414127,0.01511312,1.19490637,0.05188158,0.04596874,0.01951913,0.0408272,0.70761467,0.18581306,0.05278063,0.00673257,0.91281305,0.00682089,0.00780286,0.0048267,0.00744808,0.01571905,0.07021263,0.47412687,0.01129411,0.00820091,0.00728795,0.68332646,0.47015038,0.02433776,0.14018347,0.03867053,0.00245119,0.09471452,0.02568983,0.02652708,0.006656,0.01616877,0.01062646,0.00860963,0.00516202,0.00775908,0.3231008,0.00337149,0.02143901,0.03564536,0.01807968,0.00605558,0.20350399,0.17138109,0.00783118,0.00460233,0.28042362,0.30097624,0.00135717,0.00185904,0.00779009,0.00266243,0.02181991,0.35893554,0.30414087,0.25872389,0.56756162,0.06960812,0.00649826,0.22210634,0.25633945,0.03000203,0.05828747,0.24992978,0.00793357,0.22777975,0.00448694,0.00480258,0.02402518,0.42349516,0.10453358,0.00986917,0.00728362,0.02565638,0.19892452,0.02689535,0.00922867
0.029,0.13816804,0.67894957,0.02811756,0.14152344,0.01091373,0.02649507,0.0105443,0.00096467,0.30139096,0.25815106,0.31050359,0.26203374,0.35556249,0.14843225,0.00167994,0.78396041,0.01386535,0.05264476,0.14025469,0.36692288,0.00940565,0.00601311,0.00512193,0.16431677,0.03338159,0.02591755,0.00415601,0.01503806,1.24668181,0.05209652,0.04598741,0.01952865,0.0408908,0.73727817,0.19251372,0.05292298,0.00673084,0.91851321,0.00682419,0.00780299,0.00497538,0.00771686,0.01570683,0.07041065,0.47517396,0.01123831,0.00823498,0.00730005,0.7286714,0.4723313,0.02448917,0.14876693,0.03893223,0.0024563,0.09300492,0.02571516,0.02657412,0.00671005,0.01633746,0.01063787,0.00867724,0.00516022,0.00778722,0.30729201,0.00337105,0.02150793,0.03597366,0.01815135,0.00608222,0.20904268,0.17069666,0.0078362,0.00463187,0.27939219,0.30263494,0.00135772,0.00185766,0.00783733,0.0027036,0.02193898,0.36391199,0.30581239,0.25937058,0.58857314,0.07123916,0.00651082,0.2179605,0.25729412,0.02974547,0.05829757,0.24949134,0.00799444,0.22815316,0.00448543,0.00478386,0.02436285,0.49305719,0.10959972,0.00986515,0.00722951,0.02578063,0.19894525,0.02691799,0.00930793
0.03,0.13919955,0.68892913,0.02812556,0.14277573,0.0109188,0.02666326,0.01056688,0.00096276,0.29669,0.2593393,0.31072974,0.26234274,0.35270593,0.14853028,0.00168001,0.80161262,0.0138823,0.05266028,0.14400129,0.37579879,0.00939441,0.00609565,0.00520782,0.16452772,0.03337237,0.02593304,0.00416639,0.01504343,1.27634414,0.05215271,0.04597963,0.01954197,0.0411436,0.74005029,0.19361888,0.05295335,0.00672374,0.92272316,0.00682512,0.00780251,0.00493824,0.007856,0.01572068,0.07039065,0.4767201,0.01120642,0.00823446,0.00727686,0.73791603,0.48352896,0.02455885,0.14869169,0.03944456,0.00247133,0.09554064,0.02569335,0.02660444,0.00672005,0.01644834,0.01063914,0.00869225,0.00515773,0.00776434,0.3104866,0.00335742,0.02152091,0.03605561,0.01804331,0.00606416,0.21272644,0.1707301,0.00784091,0.00464292,0.28055483,0.30933555,0.00135789,0.00185753,0.00782765,0.00266899,0.02213342,0.36501951,0.30527526,0.26067733,0.58016652,0.07147932,0.00651822,0.2202762,0.25776188,0.02995031,0.05832157,0.25028782,0.00800846,0.22913753,0.00448587,0.00478556,0.02442925,0.49207526,0.1115735,0.00987078,0.00727825,0.0257814,0.19891119,0.02687911,0.00932492
0.032,0.14288238,0.74116859,0.02754485,0.14390462,0.01093138,0.02670521,0.01058225,0.0009483,0.30251052,0.2614443,0.31320606,0.26277587,0.35526921,0.14894975,0.00168026,0.80418125,0.01389847,0.05269361,0.14338152,0.38834243,0.00940432,0.00594826,0.00552352,0.16421521,0.03352481,0.0259606,0.00418128,0.01502296,1.45813849,0.05220735,0.04595975,0.01955391,0.04102276,0.74632564,0.20132806,0.05295554,0.00673264,0.93305921,0.00683014,0.00780401,0.00486528,0.0078211,0.01575566,0.07057001,0.47788497,0.01125427,0.00822466,0.0072432,0.79499392,0.508487,0.0247023,0.14935764,0.03994699,0.00249673,0.09740409,0.02556869,0.02662914,0.00673459,0.01666856,0.01065707,0.00871624,0.0051793,0.00777118,0.32790203,0.00335051,0.02153654,0.03593429,0.01814552,0.00603622,0.21468156,0.17258628,0.00784917,0.00466408,0.28318168,0.32106181,0.00135845,0.00185703,0.00795576,0.00267502,0.02246878,0.3722417,0.30412161,0.26069325,0.59692964,0.07167539,0.00657252,0.22767248,0.25816921,0.03022768,0.05834186,0.26215487,0.00804485,0.23361076,0.00447092,0.00477702,0.02457818,0.45475447,0.1145597,0.00989957,0.00731556,0.02574561,0.19889228,0.02701199,0.00937882
0.035,0.14853489,0.80989787,0.02724123,0.14502766,0.01104646,0.02772267,0.01063309,0.00093612,0.30529086,0.26594013,0.32022224,0.26147227,0.36507602,0.15048566,0.0016824,0.8435645,0.01399424,0.05274482,0.14087792,0.38290985,0.00937132,0.00570949,0.00596523,0.16377405,0.03368152,0.02621165,0.00422158,0.01499986,1.60801708,0.05226819,0.04598808,0.01958903,0.0426143,0.78823001,0.21468959,0.05292153,0.00673533,0.98539943,0.00683258,0.00780785,0.00496074,0.00781633,0.01575492,0.07094856,0.47894548,0.01123773,0.00828221,0.00728903,0.84516958,0.52295469,0.02495165,0.14376676,0.04017276,0.00250848,0.10210061,0.02562735,0.02666578,0.00678698,0.01676426,0.01062651,0.0087711,0.00517823,0.00787678,0.35030634,0.00335352,0.02161725,0.03658356,0.01848867,0.00604565,0.20644165,0.17612353,0.00786238,0.00469148,0.28508105,0.31553765,0.00135743,0.00185707,0.00807308,0.00267736,0.02248322,0.37514465,0.30418885,0.26523169,0.68016996,0.07422502,0.00665278,0.23557454,0.25965658,0.03046283,0.05856197,0.27117084,0.00808907,0.23653982,0.00445801,0.00480465,0.02437423,0.50914641,0.11565677,0.00994199,0.00735301,0.02575334,0.19971147,0.02728827,0.00947542
0.036,0.14900772,0.81937061,0.027098,0.14358694,0.01106197,0.02754415,0.01064272,0.0009376,0.31169222,0.26721637,0.31806926,0.26152477,0.36956409,0.15186875,0.00168261,0.84578848,0.0139823,0.05279837,0.13772012,0.37504142,0.00937422,0.00576149,0.00609752,0.16439979,0.03373337,0.02624022,0.00423455,0.01500318,1.63032632,0.05239404,0.04599095,0.01960874,0.04232503,0.81966762,0.21060659,0.05289574,0.00673766,0.99563693,0.00683218,0.00780856,0.00498049,0.00787714,0.01579206,0.07103494,0.48003076,0.0112324,0.0083059,0.00728718,0.84780818,0.52134142,0.02488567,0.14568639,0.04014996,0.00249209,0.10668949,0.02566051,0.02669848,0.00680307,0.01686526,0.01064254,0.00881292,0.00517796,0.00788336,0.35639945,0.00335223,0.02163795,0.03686823,0.01837862,0.00604661,0.20480313,0.17733714,0.00786546,0.00470006,0.28514296,0.31548098,0.00135641,0.00185745,0.00808312,0.00267459,0.02229801,0.36775327,0.30691793,0.270602,0.66239076,0.07456027,0.00663557,0.2368456,0.26095189,0.03059707,0.05863511,0.26541879,0.00810469,0.23515897,0.00445955,0.00482508,0.02437171,0.50149193,0.11539448,0.00995536,0.00734331,0.0258658,0.1998913,0.02732652,0.00946558
0.04,0.15186135,0.8419053,0.02739247,0.14751351,0.01117332,0.02797729,0.01070298,0.00094552,0.30244442,0.26023039,0.30896176,0.26631373,0.39222207,0.15193548,0.00168364,0.82997825,0.01423894,0.05293964,0.15014609,0.39077539,0.00938755,0.00586127,0.00659724,0.16291227,0.03361736,0.02628513,0.004243,0.01502742,1.69164994,0.05313976,0.04605232,0.01958112,0.04300175,0.82030089,0.20577619,0.05298035,0.00679519,0.98433641,0.00684131,0.0078166,0.00510961,0.00925727,0.01587497,0.07096793,0.48433707,0.01124215,0.0083211,0.00740759,0.87656298,0.54187109,0.02497108,0.15672258,0.04006713,0.00251848,0.11389778,0.02577168,0.02660166,0.00680167,0.01732979,0.01067307,0.00894987,0.00517887,0.00785391,0.35886311,0.00335939,0.02164143,0.03738957,0.01808763,0.00604945,0.20457719,0.18209697,0.00786125,0.00469828,0.28288507,0.3145236,0.00135797,0.00185845,0.00848036,0.00265852,0.02256369,0.37572463,0.31402724,0.26659107,0.66601402,0.07481573,0.00665611,0.23867573,0.26422436,0.03076884,0.05852494,0.26480255,0.00812592,0.23461611,0.00446566,0.00483728,0.02376686,0.61706708,0.12317919,0.00996724,0.00733347,0.02630042,0.20052779,0.02789886,0.00945809
0.042,0.15339074,0.8268234,0.02845676,0.14863772,0.01119998,0.02863273,0.01075135,0.00094971,0.3166592,0.27088734,0.31521318,0.27079255,0.40978974,0.14862882,0.00168402,0.85066155,0.01442729,0.05322027,0.14551059,0.40195006,0.00939596,0.00590233,0.00635426,0.16284509,0.03358702,0.02650143,0.00427499,0.01503119,1.57864528,0.05323932,0.04623433,0.01961589,0.04372125,0.8233051,0.21470062,0.05303954,0.00679677,1.04026899,0.00683896,0.00781897,0.00524289,0.00985326,0.01583934,0.07101645,0.48641658,0.0112645,0.00834759,0.00733006,0.89064242,0.55990646,0.02527251,0.15913902,0.03994275,0.00255601,0.10944612,0.02573944,0.02663355,0.00674091,0.01739447,0.01070678,0.00891113,0.00518059,0.00784972,0.37363419,0.00336423,0.02167537,0.03742307,0.01816618,0.00605448,0.20640913,0.18661436,0.00784447,0.0047327,0.28368431,0.31497318,0.0013585,0.00185891,0.00856144,0.00266115,0.02210347,0.38793079,0.31223746,0.27300683,0.66183719,0.07618769,0.00673207,0.24221375,0.26054759,0.03085756,0.0586899,0.2664616,0.00810484,0.23159681,0.00446865,0.00484098,0.02359104,0.66609562,0.12501536,0.00996652,0.0073519,0.02635078,0.20096778,0.02774529,0.00946137
